loc_id,province_state,country_region,latitude,longitude,us_locality,us_state,us_county,continent,geocode-earthJSON
11,Heilongjiang,Mainland China,47.862,127.7615,,,,Asia,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":47.862,""point.lon"":127.7615,""boundary.circle.lat"":47.862,""boundary.circle.lon"":127.7615,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412452461},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[126.984906,49.263684]},""properties"":{""id"":""1108732555"",""gid"":""whosonfirst:county:1108732555"",""layer"":""county"",""source"":""whosonfirst"",""source_id"":""1108732555"",""name"":""Heihe"",""confidence"":0.5,""distance"":166.191,""accuracy"":""centroid"",""country"":""China"",""country_gid"":""whosonfirst:country:85632695"",""country_a"":""CHN"",""region"":""Heilongjiang"",""region_gid"":""whosonfirst:region:85669849"",""region_a"":""HL"",""county"":""Heihe"",""county_gid"":""whosonfirst:county:1108732555"",""county_a"":""HH"",""continent"":""Asia"",""continent_gid"":""whosonfirst:continent:102191569"",""label"":""Heihe, China""},""bbox"":[124.746449004,47.583981598,129.514547622,51.0050287373]}],""bbox"":[124.746449004,47.583981598,129.514547622,51.0050287373]}"
12,Henan,Mainland China,33.88202,113.614,,,,Asia,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":33.88202,""point.lon"":113.614,""boundary.circle.lat"":33.88202,""boundary.circle.lon"":113.614,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412453016},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[113.709326,34.072075]},""properties"":{""id"":""890511873"",""gid"":""whosonfirst:county:890511873"",""layer"":""county"",""source"":""whosonfirst"",""source_id"":""890511873"",""name"":""Xuchang"",""confidence"":0.5,""distance"":22.914,""accuracy"":""centroid"",""country"":""China"",""country_gid"":""whosonfirst:country:85632695"",""country_a"":""CHN"",""region"":""Henan"",""region_gid"":""whosonfirst:region:85669801"",""region_a"":""HE"",""county"":""Xuchang"",""county_gid"":""whosonfirst:county:890511873"",""county_a"":""XC"",""continent"":""Asia"",""continent_gid"":""whosonfirst:continent:102191569"",""label"":""Xuchang, China""},""bbox"":[113.060921998,33.6916333158,114.32000943,34.4058294788]}],""bbox"":[113.060921998,33.6916333158,114.32000943,34.4058294788]}"
13,Hubei,Mainland China,30.9756,112.2707,,,,Asia,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":30.9756,""point.lon"":112.2707,""boundary.circle.lat"":30.9756,""boundary.circle.lon"":112.2707,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412453560},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[112.607382,31.069003]},""properties"":{""id"":""890514731"",""gid"":""whosonfirst:county:890514731"",""layer"":""county"",""source"":""whosonfirst"",""source_id"":""890514731"",""name"":""Jingmen"",""confidence"":0.5,""distance"":33.76,""accuracy"":""centroid"",""country"":""China"",""country_gid"":""whosonfirst:country:85632695"",""country_a"":""CHN"",""region"":""Hubei"",""region_gid"":""whosonfirst:region:85669777"",""region_a"":""HU"",""county"":""Jingmen"",""county_gid"":""whosonfirst:county:890514731"",""county_a"":""JM"",""continent"":""Asia"",""continent_gid"":""whosonfirst:continent:102191569"",""label"":""Jingmen, China""},""bbox"":[111.853676173,30.3978653358,113.482828026,31.6096411676]}],""bbox"":[111.853676173,30.3978653358,113.482828026,31.6096411676]}"
14,Hunan,Mainland China,27.6104,111.7088,,,,Asia,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":27.6104,""point.lon"":111.7088,""boundary.circle.lat"":27.6104,""boundary.circle.lon"":111.7088,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412454121},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[111.613485,27.738436]},""properties"":{""id"":""890516409"",""gid"":""whosonfirst:county:890516409"",""layer"":""county"",""source"":""whosonfirst"",""source_id"":""890516409"",""name"":""loudi shi"",""confidence"":0.5,""distance"":17.072,""accuracy"":""centroid"",""country"":""China"",""country_gid"":""whosonfirst:country:85632695"",""country_a"":""CHN"",""region"":""Hunan"",""region_gid"":""whosonfirst:region:85669781"",""region_a"":""HN"",""county"":""loudi shi"",""county_gid"":""whosonfirst:county:890516409"",""county_a"":""LD"",""continent"":""Asia"",""continent_gid"":""whosonfirst:continent:102191569"",""label"":""loudi shi, China""},""bbox"":[110.769328134,27.2082346342,112.520040689,28.2335707994]}],""bbox"":[110.769328134,27.2082346342,112.520040689,28.2335707994]}"
15,Inner Mongolia,Mainland China,44.0935,113.9448,,,,Asia,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":44.0935,""point.lon"":113.9448,""boundary.circle.lat"":44.0935,""boundary.circle.lon"":113.9448,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412454680},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[115.515735,44.203882]},""properties"":{""id"":""1108732519"",""gid"":""whosonfirst:county:1108732519"",""layer"":""county"",""source"":""whosonfirst"",""source_id"":""1108732519"",""name"":""Xilinguole"",""confidence"":0.5,""distance"":126.078,""accuracy"":""centroid"",""country"":""China"",""country_gid"":""whosonfirst:country:85632695"",""country_a"":""CHN"",""region"":""Inner Mongolia"",""region_gid"":""whosonfirst:region:85669847"",""region_a"":""NM"",""county"":""Xilinguole"",""county_gid"":""whosonfirst:county:1108732519"",""county_a"":""XL"",""continent"":""Asia"",""continent_gid"":""whosonfirst:continent:102191569"",""label"":""Xilinguole, China""},""bbox"":[111.154181282,41.575187475,120.113237165,46.775786]}],""bbox"":[111.154181282,41.575187475,120.113237165,46.775786]}"
16,Jiangsu,Mainland China,32.9711,119.455,,,,Asia,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":32.9711,""point.lon"":119.455,""boundary.circle.lat"":32.9711,""boundary.circle.lon"":119.455,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412455221},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[119.472588,32.738332]},""properties"":{""id"":""890516397"",""gid"":""whosonfirst:county:890516397"",""layer"":""county"",""source"":""whosonfirst"",""source_id"":""890516397"",""name"":""Yangzhou"",""confidence"":0.5,""distance"":25.964,""accuracy"":""centroid"",""country"":""China"",""country_gid"":""whosonfirst:country:85632695"",""country_a"":""CHN"",""region"":""Jiangsu"",""region_gid"":""whosonfirst:region:85669827"",""region_a"":""JS"",""county"":""Yangzhou"",""county_gid"":""whosonfirst:county:890516397"",""county_a"":""YZ"",""continent"":""Asia"",""continent_gid"":""whosonfirst:continent:102191569"",""label"":""Yangzhou, China""},""bbox"":[119.012232998,32.2256666084,119.903626817,33.417839258]}],""bbox"":[119.012232998,32.2256666084,119.903626817,33.417839258]}"
17,Jiangxi,Mainland China,27.614,115.7221,,,,Asia,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":27.614,""point.lon"":115.7221,""boundary.circle.lat"":27.614,""boundary.circle.lon"":115.7221,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412455814},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[116.434272,27.508387]},""properties"":{""id"":""890516617"",""gid"":""whosonfirst:county:890516617"",""layer"":""county"",""source"":""whosonfirst"",""source_id"":""890516617"",""name"":""Fuzhou"",""confidence"":0.5,""distance"":71.258,""accuracy"":""centroid"",""country"":""China"",""country_gid"":""whosonfirst:country:85632695"",""country_a"":""CHN"",""region"":""Jiangxi"",""region_gid"":""whosonfirst:region:85669823"",""region_a"":""JX"",""county"":""Fuzhou"",""county_gid"":""whosonfirst:county:890516617"",""county_a"":""FZ"",""continent"":""Asia"",""continent_gid"":""whosonfirst:continent:102191569"",""label"":""Fuzhou, China""},""bbox"":[115.591492592,26.505553115,117.298579358,28.4967265406]}],""bbox"":[115.591492592,26.505553115,117.298579358,28.4967265406]}"
18,Jilin,Mainland China,43.6661,126.1923,,,,Asia,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":43.6661,""point.lon"":126.1923,""boundary.circle.lat"":43.6661,""boundary.circle.lon"":126.1923,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412456380},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[126.847171,43.582523]},""properties"":{""id"":""890516735"",""gid"":""whosonfirst:county:890516735"",""layer"":""county"",""source"":""whosonfirst"",""source_id"":""890516735"",""name"":""Jilin"",""confidence"":0.5,""distance"":53.584,""accuracy"":""centroid"",""country"":""China"",""country_gid"":""whosonfirst:country:85632695"",""country_a"":""CHN"",""region"":""Jilin"",""region_gid"":""whosonfirst:region:85669843"",""region_a"":""JL"",""county"":""Jilin"",""county_gid"":""whosonfirst:county:890516735"",""county_a"":""JL"",""continent"":""Asia"",""continent_gid"":""whosonfirst:continent:102191569"",""label"":""Jilin, China""},""bbox"":[125.643378948,42.5623968901,128.008128968,44.6453780701]}],""bbox"":[125.643378948,42.5623968901,128.008128968,44.6453780701]}"
19,Liaoning,Mainland China,41.2956,122.6085,,,,Asia,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":41.2956,""point.lon"":122.6085,""boundary.circle.lat"":41.2956,""boundary.circle.lon"":122.6085,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412456937},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[123.138801,42.096413]},""properties"":{""id"":""1108732451"",""gid"":""whosonfirst:county:1108732451"",""layer"":""county"",""source"":""whosonfirst"",""source_id"":""1108732451"",""name"":""Shenyang"",""confidence"":0.5,""distance"":99.448,""accuracy"":""centroid"",""country"":""China"",""country_gid"":""whosonfirst:country:85632695"",""country_a"":""CHN"",""region"":""Liaoning"",""region_gid"":""whosonfirst:region:85669807"",""region_a"":""LN"",""county"":""Shenyang"",""county_gid"":""whosonfirst:county:1108732451"",""county_a"":""SY"",""continent"":""Asia"",""continent_gid"":""whosonfirst:continent:102191569"",""label"":""Shenyang, China""},""bbox"":[122.426323023,41.198304861,123.805099367,43.0391009658]}],""bbox"":[122.426323023,41.198304861,123.805099367,43.0391009658]}"
20,Ningxia,Mainland China,37.2692,106.1655,,,,Asia,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":37.2692,""point.lon"":106.1655,""boundary.circle.lat"":37.2692,""boundary.circle.lon"":106.1655,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412457502},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[106.545298,37.459427]},""properties"":{""id"":""1108732381"",""gid"":""whosonfirst:county:1108732381"",""layer"":""county"",""source"":""whosonfirst"",""source_id"":""1108732381"",""name"":""Wuzhong"",""confidence"":0.5,""distance"":39.719,""accuracy"":""centroid"",""country"":""China"",""country_gid"":""whosonfirst:country:85632695"",""country_a"":""CHN"",""region"":""Ningxia Hui"",""region_gid"":""whosonfirst:region:85669763"",""region_a"":""NX"",""county"":""Wuzhong"",""county_gid"":""whosonfirst:county:1108732381"",""county_a"":""WZ"",""continent"":""Asia"",""continent_gid"":""whosonfirst:continent:102191569"",""label"":""Wuzhong, China""},""bbox"":[105.603608769,36.5732295001,107.645385268,38.2662704936]}],""bbox"":[105.603608769,36.5732295001,107.645385268,38.2662704936]}"
21,Qinghai,Mainland China,35.7452,95.9956,,,,Asia,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":35.7452,""point.lon"":95.9956,""boundary.circle.lat"":35.7452,""boundary.circle.lon"":95.9956,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412458050},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[94.5758,36.680545]},""properties"":{""id"":""1108732461"",""gid"":""whosonfirst:county:1108732461"",""layer"":""county"",""source"":""whosonfirst"",""source_id"":""1108732461"",""name"":""Haixi Mengguzu Zangzu"",""confidence"":0.5,""distance"":164.626,""accuracy"":""centroid"",""country"":""China"",""country_gid"":""whosonfirst:country:85632695"",""country_a"":""CHN"",""region"":""Qinghai"",""region_gid"":""whosonfirst:region:85669715"",""region_a"":""QH"",""county"":""Haixi Mengguzu Zangzu"",""county_gid"":""whosonfirst:county:1108732461"",""continent"":""Asia"",""continent_gid"":""whosonfirst:continent:102191569"",""label"":""Haixi Mengguzu Zangzu, China""},""bbox"":[89.6415018991,32.7261545333,99.7811662031,39.219434324]}],""bbox"":[89.6415018991,32.7261545333,99.7811662031,39.219434324]}"
22,Shaanxi,Mainland China,35.1917,108.8701,,,,Asia,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":35.1917,""point.lon"":108.8701,""boundary.circle.lat"":35.1917,""boundary.circle.lon"":108.8701,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412458662},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[109.033513,35.195957]},""properties"":{""id"":""1108732515"",""gid"":""whosonfirst:county:1108732515"",""layer"":""county"",""source"":""whosonfirst"",""source_id"":""1108732515"",""name"":""Tongchuan"",""confidence"":0.5,""distance"":14.873,""accuracy"":""centroid"",""country"":""China"",""country_gid"":""whosonfirst:country:85632695"",""country_a"":""CHN"",""region"":""Shaanxi"",""region_gid"":""whosonfirst:region:85669769"",""region_a"":""SA"",""county"":""Tongchuan"",""county_gid"":""whosonfirst:county:1108732515"",""county_a"":""TC"",""continent"":""Asia"",""continent_gid"":""whosonfirst:continent:102191569"",""label"":""Tongchuan, China""},""bbox"":[108.582761691,34.8079544409,109.493103978,35.5848008139]}],""bbox"":[108.582761691,34.8079544409,109.493103978,35.5848008139]}"
23,Shandong,Mainland China,36.3427,118.1498,,,,Asia,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":36.3427,""point.lon"":118.1498,""boundary.circle.lat"":36.3427,""boundary.circle.lon"":118.1498,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412459217},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[118.054014,36.610727]},""properties"":{""id"":""890515095"",""gid"":""whosonfirst:county:890515095"",""layer"":""county"",""source"":""whosonfirst"",""source_id"":""890515095"",""name"":""Zibo"",""confidence"":0.5,""distance"":31.044,""accuracy"":""centroid"",""country"":""China"",""country_gid"":""whosonfirst:country:85632695"",""country_a"":""CHN"",""region"":""Shandong"",""region_gid"":""whosonfirst:region:85669813"",""region_a"":""SD"",""county"":""Zibo"",""county_gid"":""whosonfirst:county:890515095"",""county_a"":""ZB"",""continent"":""Asia"",""continent_gid"":""whosonfirst:continent:102191569"",""label"":""Zibo, China""},""bbox"":[117.545957642,35.9270176187,118.513789058,37.2849978661]}],""bbox"":[117.545957642,35.9270176187,118.513789058,37.2849978661]}"
24,Shanghai,Mainland China,31.202,121.4491,,,,Asia,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":31.202,""point.lon"":121.4491,""boundary.circle.lat"":31.202,""boundary.circle.lon"":121.4491,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412459781},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[121.463037,31.205177]},""properties"":{""id"":""85907469"",""gid"":""whosonfirst:neighbourhood:85907469"",""layer"":""neighbourhood"",""source"":""whosonfirst"",""source_id"":""85907469"",""name"":""Da Pu Qiao"",""confidence"":0.5,""distance"":1.373,""accuracy"":""centroid"",""country"":""China"",""country_gid"":""whosonfirst:country:85632695"",""country_a"":""CHN"",""region"":""Shanghai"",""region_gid"":""whosonfirst:region:85669831"",""region_a"":""SH"",""county"":""Shanghai Shi"",""county_gid"":""whosonfirst:county:890514815"",""county_a"":""SH"",""locality"":""Shanghai"",""locality_gid"":""whosonfirst:locality:102027181"",""neighbourhood"":""Da Pu Qiao"",""neighbourhood_gid"":""whosonfirst:neighbourhood:85907469"",""continent"":""Asia"",""continent_gid"":""whosonfirst:continent:102191569"",""label"":""Da Pu Qiao, Shanghai, China""},""bbox"":[121.442276638,31.1841918936,121.482214959,31.2221970256]}],""bbox"":[121.442276638,31.1841918936,121.482214959,31.2221970256]}"
25,Shanxi,Mainland China,37.5777,112.2922,,,,Asia,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":37.5777,""point.lon"":112.2922,""boundary.circle.lat"":37.5777,""boundary.circle.lon"":112.2922,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412460326},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[112.315281,37.959255]},""properties"":{""id"":""890513333"",""gid"":""whosonfirst:county:890513333"",""layer"":""county"",""source"":""whosonfirst"",""source_id"":""890513333"",""name"":""Taiyuan"",""confidence"":0.5,""distance"":42.523,""accuracy"":""centroid"",""country"":""China"",""country_gid"":""whosonfirst:country:85632695"",""country_a"":""CHN"",""region"":""Shanxi"",""region_gid"":""whosonfirst:region:85669773"",""region_a"":""SX"",""county"":""Taiyuan"",""county_gid"":""whosonfirst:county:890513333"",""county_a"":""TY"",""continent"":""Asia"",""continent_gid"":""whosonfirst:continent:102191569"",""label"":""Taiyuan, China""},""bbox"":[111.511049023,37.4552733539,113.145454657,38.423391877]}],""bbox"":[111.511049023,37.4552733539,113.145454657,38.423391877]}"
26,Sichuan,Mainland China,30.6171,102.7103,,,,Asia,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":30.6171,""point.lon"":102.7103,""boundary.circle.lat"":30.6171,""boundary.circle.lon"":102.7103,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412460883},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[102.663994,29.91785]},""properties"":{""id"":""1108732541"",""gid"":""whosonfirst:county:1108732541"",""layer"":""county"",""source"":""whosonfirst"",""source_id"":""1108732541"",""name"":""Ya'an"",""confidence"":0.5,""distance"":77.967,""accuracy"":""centroid"",""country"":""China"",""country_gid"":""whosonfirst:country:85632695"",""country_a"":""CHN"",""region"":""Sichuan"",""region_gid"":""whosonfirst:region:85669787"",""region_a"":""SC"",""county"":""Ya'an"",""county_gid"":""whosonfirst:county:1108732541"",""county_a"":""YA"",""continent"":""Asia"",""continent_gid"":""whosonfirst:continent:102191569"",""label"":""Ya'an, China""},""bbox"":[101.936551676,28.8528039971,103.388478684,30.9393885051]}],""bbox"":[101.936551676,28.8528039971,103.388478684,30.9393885051]}"
27,Tianjin,Mainland China,39.3054,117.323,,,,Asia,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":39.3054,""point.lon"":117.323,""boundary.circle.lat"":39.3054,""boundary.circle.lon"":117.323,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412461442},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[117.330965,39.306708]},""properties"":{""id"":""890513813"",""gid"":""whosonfirst:county:890513813"",""layer"":""county"",""source"":""whosonfirst"",""source_id"":""890513813"",""name"":""Tianjin Shi"",""confidence"":0.6,""distance"":0.701,""accuracy"":""centroid"",""country"":""China"",""country_gid"":""whosonfirst:country:85632695"",""country_a"":""CHN"",""region"":""Tianjin"",""region_gid"":""whosonfirst:region:85669817"",""region_a"":""TJ"",""county"":""Tianjin Shi"",""county_gid"":""whosonfirst:county:890513813"",""county_a"":""TJ"",""continent"":""Asia"",""continent_gid"":""whosonfirst:continent:102191569"",""label"":""Tianjin Shi, China""},""bbox"":[116.698416771,38.5561491988,118.062537233,40.2498934569]}],""bbox"":[116.698416771,38.5561491988,118.062537233,40.2498934569]}"
